epoch,lr,loss,iou,val_loss,val_iou,val_dice
0,0.0001,1.2845415274302165,0.08590455249779755,1.2305018590844197,0.0007125422150989914,0.001418310683220625
1,0.0001,1.2189961870511372,0.15259066141313976,1.2029204575911812,0.0007615209387554585,0.0015139116262814598
2,0.0001,1.188437859217326,0.18146881378359264,1.1839709074600884,4.84214559076898e-07,4.84214559076898e-07
3,0.0001,1.171388930744595,0.20629570053683388,1.1815499274627022,0.0047978522337001304,0.008195433887126654
4,0.0001,1.1597189240985446,0.24832994325293434,1.116401677546294,0.37198408790256665,0.444976920666902
5,0.0001,1.1534994973076715,0.2742607080274158,1.09804890466773,0.4047546114610589,0.4739066958427429
6,0.0001,1.146649440129598,0.2890020219816102,1.1794431365054587,0.24083991640287897,0.3241048759740332
7,0.0001,1.1421990593274434,0.2979775435394711,1.2538720265678738,0.16648070838140405,0.2504404433395552
8,0.0001,1.1407201157675848,0.3018045814500915,1.3759911423144133,0.19268590211868286,0.28070683518181677
9,0.0001,1.1376849081781175,0.30619604968362385,1.2781214921370796,0.19605226814746857,0.28651752808819647
10,0.0001,1.1369185050328572,0.30945905711915755,1.0892229080200195,0.389795342217321,0.4600930149140565
11,0.0001,1.133742007944319,0.3237089862426122,1.0984629703604656,0.35675794793211896,0.4275893419981003
12,0.0001,1.131594757239024,0.3295227926638391,1.323548690132473,0.20639589947202933,0.29712225431981293
13,0.0001,1.1315020190344915,0.34028249151176876,1.1156225048977395,0.35928928204204724,0.43501734733581543
14,0.0001,1.1288516918818157,0.35850859102275634,1.2689800521601802,0.19102117678393488,0.28104611518590344
15,0.0001,1.125738991631402,0.3708502451578776,1.173269157824309,0.26428679797960364,0.3550759204055952
16,0.0001,1.125508275296953,0.39659199946456486,1.1747539354407268,0.23011034014432327,0.3216447545134503
17,0.0001,1.1236000657081604,0.3950514578157001,1.1500681742377903,0.27364360508711444,0.3603173896022465
18,0.0001,1.1223413944244385,0.42599951227506,1.1545308569203252,0.26208256508993066,0.3544201345547386
19,0.0001,1.1215022206306458,0.43608179357316756,1.110488103783649,0.36020394900570746,0.4342981538046961
20,0.0001,1.1185716258154974,0.44226403534412384,1.3622744549875674,0.12733325783325278,0.2033145343479903
21,0.0001,1.118217945098877,0.5077806545628442,1.07754777825397,0.38570905120476434,0.4543004735656407
22,0.0001,1.1151873999171786,0.5264352874623405,1.2271105828492537,0.1819054792108743,0.2707345317239347
23,0.0001,1.1141643590397305,0.5062897089454863,1.1833297791688338,0.18316297265498535,0.26786852789961774
24,0.0001,1.112097163995107,0.5015065123637518,1.130463164785634,0.28508538331674493,0.36947468376677967
25,0.0001,1.1082237031724718,0.5378316011693742,1.0261559901030168,0.44876462350720947,0.49539310128792474
26,0.0001,1.1068808370166354,0.5481303085883459,1.0227383271507595,0.4555809381215469,0.5132911853168322
27,0.0001,1.1052757501602173,0.6037107043796115,1.0211151268171228,0.4382789433002472,0.48402836141378985
28,0.0001,1.1036275095409818,0.6467249194780985,1.0174171147139177,0.42816815168961236,0.48645810458971106
29,0.0001,1.102463059955173,0.6454424212376276,1.0013769709545632,0.4388185000937918,0.4957628574060357
30,0.0001,1.1002093354860942,0.6807505620850457,1.0129050171893577,0.4382779766683993,0.49126425774201105
31,0.0001,1.1007753676838345,0.6398643884393904,1.0152675535367883,0.47300212668335956,0.5137220478576162
32,0.0001,1.0975965393914118,0.6978409257200029,1.007666193920633,0.4339685660341512,0.49149006475573
33,0.0001,1.0972377392980788,0.7187673449516296,1.0189627305321072,0.44175703110902204,0.4837600575840991
34,0.0001,1.0956614481078253,0.7405259642336104,0.9950904327890148,0.4394250214099884,0.496021313511807
35,0.0001,1.0942796468734741,0.7360320902533002,1.01146574124046,0.42515904423983203,0.47010383009910583
36,0.0001,1.0924989846017625,0.757679800192515,0.9966867488363514,0.45838107686975726,0.5021274025025575
37,0.0001,1.0901310046513875,0.8065164552794563,0.9788516708042311,0.45565187801485474,0.5041023790836334
38,0.0001,1.0917401512463887,0.7744098405043284,0.9678276155305945,0.522107130807379,0.5613816108392633
